Bike Name,Price,Feature,Value,Section Title
Hero Splendor Plus,"75,141 - 77,986",Overall Mileage,80.6 kmpl,Mileage and Performance
Hero Splendor Plus,"75,141 - 77,986",Body Type,Commuter Bikes,Chassis and Suspension
Hero Splendor Plus,"75,141 - 77,986",Body Graphics,Yes,Chassis and Suspension
Hero Splendor Plus,"75,141 - 77,986",Width,720 mm,Dimensions and Capacity
Hero Splendor Plus,"75,141 - 77,986",Length,2000 mm,Dimensions and Capacity
Hero Splendor Plus,"75,141 - 77,986",Height,1052 mm,Dimensions and Capacity
Hero Splendor Plus,"75,141 - 77,986",Fuel Capacity,9.8 L,Dimensions and Capacity
Hero Splendor Plus,"75,141 - 77,986",Saddle Height,785 mm,Dimensions and Capacity
Hero Splendor Plus,"75,141 - 77,986",Ground Clearance,165 mm,Dimensions and Capacity
Hero Splendor Plus,"75,141 - 77,986",Wheelbase,1236 mm,Dimensions and Capacity
Hero Splendor Plus,"75,141 - 77,986",Kerb Weight,112 kg,Dimensions and Capacity
Hero Splendor Plus,"75,141 - 77,986",Headlight,Halogen,Electricals
Hero Splendor Plus,"75,141 - 77,986",Tail Light,Bulb,Electricals
Hero Splendor Plus,"75,141 - 77,986",Turn Signal Lamp,Bulb,Electricals
Hero Splendor Plus,"75,141 - 77,986",Front Brake Diameter,130 mm,Tyres and Brakes
Hero Splendor Plus,"75,141 - 77,986",Rear Brake Diameter,130 mm,Tyres and Brakes
Hero Splendor Plus,"75,141 - 77,986",Peak Power,8.02 PS @ 8000 rpm,Motor & Battery
Hero Splendor Plus,"75,141 - 77,986",Drive Type,Chain Drive,Motor & Battery
Hero Splendor Plus,"75,141 - 77,986",Battery Type,Lead Acid,Motor & Battery
Hero Splendor Plus,"75,141 - 77,986",Transmission,Manual,Motor & Battery
Hero Splendor Plus,"75,141 - 77,986",Suspension Front,Telescopic Hydraulic Shock Absorbers,Underpinnings
Hero Splendor Plus,"75,141 - 77,986",Suspension Rear,Swingarm with 5-Step Adjustable Hydraulic Shock Absorbers,Underpinnings
Hero Splendor Plus,"75,141 - 77,986",Brakes Front,Drum,Underpinnings
Hero Splendor Plus,"75,141 - 77,986",Brakes Rear,Drum,Underpinnings
Hero Splendor Plus,"75,141 - 77,986",Tyre Size,Front :-80/100-18 Rear :-80/100-18,Underpinnings
Hero Splendor Plus,"75,141 - 77,986",Wheel Size,"Front :-457.2 mm,Rear :-457.2 mm",Underpinnings
Hero Splendor Plus,"75,141 - 77,986",Wheels Type,Alloy,Underpinnings
Hero Splendor Plus,"75,141 - 77,986",Frame,Tubular Double Cradle,Underpinnings
Hero Splendor Plus,"75,141 - 77,986",Tubeless Tyre,Tubeless,Underpinnings
Hero Xtreme 125R,"95,000 - 99,500",Engine Type,Air Cooled 4 Stroke,Engine and Transmission
Hero Xtreme 125R,"95,000 - 99,500",Displacement,124.7 cc,Engine and Transmission
Hero Xtreme 125R,"95,000 - 99,500",Max Torque,10.5 Nm @ 6000 rpm,Engine and Transmission
Hero Xtreme 125R,"95,000 - 99,500",Cooling System,Air Cooled,Engine and Transmission
Hero Xtreme 125R,"95,000 - 99,500",Starting,Self Start Only,Engine and Transmission
Hero Xtreme 125R,"95,000 - 99,500",Fuel Supply,Fuel Injection,Engine and Transmission
Hero Xtreme 125R,"95,000 - 99,500",Clutch,Wet Multi Plate,Engine and Transmission
Hero Xtreme 125R,"95,000 - 99,500",Gear Box,5 speed,Engine and Transmission
Hero Xtreme 125R,"95,000 - 99,500",Bore,52.4 mm,Engine and Transmission
Hero Xtreme 125R,"95,000 - 99,500",Stroke,57.8 mm,Engine and Transmission
Hero Xtreme 125R,"95,000 - 99,500",Emission Type,bs6-2.0,Engine and Transmission
Hero Xtreme 125R,"95,000 - 99,500",Instrument Console,Digital,Features
Hero Xtreme 125R,"95,000 - 99,500",Speedometer,Digital,Features
Hero Xtreme 125R,"95,000 - 99,500",Techometer,Digital,Features
Hero Xtreme 125R,"95,000 - 99,500",Tripmeter,Digital,Features
Hero Xtreme 125R,"95,000 - 99,500",Odometer,Digital,Features
Hero Xtreme 125R,"95,000 - 99,500",Additional Features Of Variant,Trail - 89.2 mm,Features
Hero Xtreme 125R,"95,000 - 99,500",Seat Type,Split,Features
Hero Xtreme 125R,"95,000 - 99,500",Body Graphics,Yes,Features
Hero Xtreme 125R,"95,000 - 99,500",Passenger Footrest,Yes,Features
Hero Xtreme 125R,"95,000 - 99,500",Pass Switch,Yes,Features and Safety
Hero Xtreme 125R,"95,000 - 99,500",Additional Features,Trail - 89.2 mm,Features and Safety
Hero Xtreme 125R,"95,000 - 99,500",Passenger Footrest,Yes,Features and Safety
Hero Xtreme 125R,"95,000 - 99,500",Overall Mileage,66 kmpl,Mileage and Performance
Hero Xtreme 125R,"95,000 - 99,500",Body Type,Sports Bikes,Chassis and Suspension
Hero Xtreme 125R,"95,000 - 99,500",Body Graphics,Yes,Chassis and Suspension
Hero Xtreme 125R,"95,000 - 99,500",Width,793 mm,Dimensions and Capacity
Hero Xtreme 125R,"95,000 - 99,500",Length,2009 mm,Dimensions and Capacity
Hero Xtreme 125R,"95,000 - 99,500",Height,1051 mm,Dimensions and Capacity
Hero Xtreme 125R,"95,000 - 99,500",Fuel Capacity,10 L,Dimensions and Capacity
Hero Xtreme 125R,"95,000 - 99,500",Saddle Height,794 mm,Dimensions and Capacity
Hero Xtreme 125R,"95,000 - 99,500",Ground Clearance,180 mm,Dimensions and Capacity
Hero Xtreme 125R,"95,000 - 99,500",Wheelbase,1319 mm,Dimensions and Capacity
Hero Xtreme 125R,"95,000 - 99,500",Kerb Weight,136 kg,Dimensions and Capacity
Hero Xtreme 125R,"95,000 - 99,500",Headlight,LED,Electricals
Hero Xtreme 125R,"95,000 - 99,500",Tail Light,LED,Electricals
Hero Xtreme 125R,"95,000 - 99,500",Turn Signal Lamp,Bulb,Electricals
Hero Xtreme 125R,"95,000 - 99,500",Low Fuel Indicator,Yes,Electricals
Hero Xtreme 125R,"95,000 - 99,500",Front Brake Diameter,276 mm,Tyres and Brakes
Hero Xtreme 125R,"95,000 - 99,500",Rear Brake Diameter,130 mm,Tyres and Brakes
Hero Xtreme 125R,"95,000 - 99,500",Peak Power,11.55 PS @ 8250 rpm,Motor & Battery
Hero Xtreme 125R,"95,000 - 99,500",Drive Type,Chain Drive,Motor & Battery
Hero Xtreme 125R,"95,000 - 99,500",Transmission,Manual,Motor & Battery
Hero Xtreme 125R,"95,000 - 99,500",Suspension Front,Dia. 37 Conventional Fork,Underpinnings
Hero Xtreme 125R,"95,000 - 99,500",Suspension Rear,Hydraulic Shock Absorbers,Underpinnings
Hero Xtreme 125R,"95,000 - 99,500",Brakes Front,Disc,Underpinnings
Hero Xtreme 125R,"95,000 - 99,500",Brakes Rear,Drum,Underpinnings
Hero Xtreme 125R,"95,000 - 99,500",ABS,Single Channel,Underpinnings
Hero Xtreme 125R,"95,000 - 99,500",Tyre Size,"Front :-90/90-17, Rear :-120/80-17",Underpinnings
Hero Xtreme 125R,"95,000 - 99,500",Wheel Size,"Front :-431.8 mm,Rear :-431.8 mm",Underpinnings
Hero Xtreme 125R,"95,000 - 99,500",Wheels Type,Alloy,Underpinnings
Hero Xtreme 125R,"95,000 - 99,500",Frame,Diamond,Underpinnings
Hero Xtreme 125R,"95,000 - 99,500",Tubeless Tyre,Tubeless,Underpinnings
Hero HF Deluxe,"59,998 - 68,768",Engine Type,"Air cooled, 4-stroke, Single cylinder, OHC",Engine and Transmission
Hero HF Deluxe,"59,998 - 68,768",Displacement,97.2 cc,Engine and Transmission
Hero HF Deluxe,"59,998 - 68,768",Max Torque,8.05 Nm @ 6000 rpm,Engine and Transmission
Hero HF Deluxe,"59,998 - 68,768",No. of Cylinders,1,Engine and Transmission
Hero HF Deluxe,"59,998 - 68,768",Cooling System,Air Cooled,Engine and Transmission
Hero HF Deluxe,"59,998 - 68,768",Valve Per Cylinder,2,Engine and Transmission
Hero HF Deluxe,"59,998 - 68,768",Starting,Kick and Self Start,Engine and Transmission
Hero HF Deluxe,"59,998 - 68,768",Fuel Supply,Fuel Injection,Engine and Transmission
Hero HF Deluxe,"59,998 - 68,768",Clutch,Multiplate Wet Type,Engine and Transmission
Hero HF Deluxe,"59,998 - 68,768",Gear Box,4 speed Constant Mesh,Engine and Transmission
Hero HF Deluxe,"59,998 - 68,768",Bore,50 mm,Engine and Transmission
Hero HF Deluxe,"59,998 - 68,768",Stroke,49.5 mm,Engine and Transmission
Hero HF Deluxe,"59,998 - 68,768",Compression Ratio,9.9:1,Engine and Transmission
Hero HF Deluxe,"59,998 - 68,768",Emission Type,bs6-2.0,Engine and Transmission
Hero HF Deluxe,"59,998 - 68,768",Speedometer,Analogue,Features
Hero HF Deluxe,"59,998 - 68,768",Tripmeter,Analogue,Features
Hero HF Deluxe,"59,998 - 68,768",Odometer,Analogue,Features
Hero HF Deluxe,"59,998 - 68,768",Additional Features Of Variant,XSens Technology,Features
Hero HF Deluxe,"59,998 - 68,768",Seat Type,Single,Features
Hero HF Deluxe,"59,998 - 68,768",Body Graphics,Yes,Features
Hero HF Deluxe,"59,998 - 68,768",Passenger Footrest,Yes,Features
Hero HF Deluxe,"59,998 - 68,768",Braking Type,Integrated Braking System,Features and Safety
Hero HF Deluxe,"59,998 - 68,768",I3s Technology,Yes,Features and Safety
Hero HF Deluxe,"59,998 - 68,768",Speedometer,Analogue,Features and Safety
Hero HF Deluxe,"59,998 - 68,768",Odometer,Analogue,Features and Safety
Hero HF Deluxe,"59,998 - 68,768",Tripmeter,Analogue,Features and Safety
Hero HF Deluxe,"59,998 - 68,768",Additional Features,XSens Technology,Features and Safety
Hero HF Deluxe,"59,998 - 68,768",Passenger Footrest,Yes,Features and Safety
Hero HF Deluxe,"59,998 - 68,768",Overall Mileage,70 kmpl,Mileage and Performance
Hero HF Deluxe,"59,998 - 68,768",Body Type,Commuter Bikes,Chassis and Suspension
Hero HF Deluxe,"59,998 - 68,768",Body Graphics,Yes,Chassis and Suspension
Hero HF Deluxe,"59,998 - 68,768",Width,720 mm,Dimensions and Capacity
Hero HF Deluxe,"59,998 - 68,768",Length,1965 mm,Dimensions and Capacity
Hero HF Deluxe,"59,998 - 68,768",Height,1045 mm,Dimensions and Capacity
Hero HF Deluxe,"59,998 - 68,768",Fuel Capacity,9.6 L,Dimensions and Capacity
Hero HF Deluxe,"59,998 - 68,768",Saddle Height,805 mm,Dimensions and Capacity
Hero HF Deluxe,"59,998 - 68,768",Ground Clearance,165 mm,Dimensions and Capacity
Hero HF Deluxe,"59,998 - 68,768",Wheelbase,1235 mm,Dimensions and Capacity
Hero HF Deluxe,"59,998 - 68,768",Kerb Weight,112 kg,Dimensions and Capacity
Hero HF Deluxe,"59,998 - 68,768",Headlight,Halogen,Electricals
Hero HF Deluxe,"59,998 - 68,768",Tail Light,Bulb,Electricals
Hero HF Deluxe,"59,998 - 68,768",Turn Signal Lamp,Bulb,Electricals
Hero HF Deluxe,"59,998 - 68,768",Front Brake Diameter,130 mm,Tyres and Brakes
Hero HF Deluxe,"59,998 - 68,768",Rear Brake Diameter,130 mm,Tyres and Brakes
Hero HF Deluxe,"59,998 - 68,768",Peak Power,8.02 PS @ 8000 rpm,Motor & Battery
Hero HF Deluxe,"59,998 - 68,768",Drive Type,Chain Drive,Motor & Battery
Hero HF Deluxe,"59,998 - 68,768",Battery Type,Lead Acid,Motor & Battery
Hero HF Deluxe,"59,998 - 68,768",Battery Capacity,12V / 3AH,Motor & Battery
Hero HF Deluxe,"59,998 - 68,768",Transmission,Manual,Motor & Battery
Hero HF Deluxe,"59,998 - 68,768",Suspension Front,Telescopic Hydraulic Shock Absorbers,Underpinnings
Hero HF Deluxe,"59,998 - 68,768",Suspension Rear,Swingarm with 2-Step Adjustable Hydraulic Shock Absorbers,Underpinnings
Hero HF Deluxe,"59,998 - 68,768",Brakes Front,Drum,Underpinnings
Hero HF Deluxe,"59,998 - 68,768",Brakes Rear,Drum,Underpinnings
Hero HF Deluxe,"59,998 - 68,768",Tyre Size,Front :-2.75-18 Rear :-2.75-18,Underpinnings
Hero HF Deluxe,"59,998 - 68,768",Wheel Size,"Front :-457.2 mm,Rear :-457.2 mm",Underpinnings
Hero HF Deluxe,"59,998 - 68,768",Wheels Type,Alloy,Underpinnings
Hero HF Deluxe,"59,998 - 68,768",Frame,Tubular Double Cradle,Underpinnings
Hero HF Deluxe,"59,998 - 68,768",Tubeless Tyre,Tube,Underpinnings
Hero Splendor Plus XTEC,"79,911",Engine Type,"Air Cooled, 4-stroke, Single Cylinder, OHC",Engine and Transmission
Hero Splendor Plus XTEC,"79,911",Displacement,97.2 cc,Engine and Transmission
Hero Splendor Plus XTEC,"79,911",Max Torque,8.05 Nm @ 6000 rpm,Engine and Transmission
Hero Splendor Plus XTEC,"79,911",No. of Cylinders,1,Engine and Transmission
Hero Splendor Plus XTEC,"79,911",Cooling System,Air Cooled,Engine and Transmission
Hero Splendor Plus XTEC,"79,911",Valve Per Cylinder,2,Engine and Transmission
Hero Splendor Plus XTEC,"79,911",Starting,Kick and Self Start,Engine and Transmission
Hero Splendor Plus XTEC,"79,911",Fuel Supply,Fuel Injection,Engine and Transmission
Hero Splendor Plus XTEC,"79,911",Clutch,Multiplate Wet Type,Engine and Transmission
Hero Splendor Plus XTEC,"79,911",Gear Box,4 speed Constant Mesh,Engine and Transmission
Hero Splendor Plus XTEC,"79,911",Bore,50 mm,Engine and Transmission
Hero Splendor Plus XTEC,"79,911",Stroke,49.5 mm,Engine and Transmission
Hero Splendor Plus XTEC,"79,911",Emission Type,bs6-2.0,Engine and Transmission
Hero Splendor Plus XTEC,"79,911",Instrument Console,Digital,Features
Hero Splendor Plus XTEC,"79,911",Bluetooth Connectivity,Bluetooth,Features
Hero Splendor Plus XTEC,"79,911",Call/SMS Alerts,Yes,Features
Hero Splendor Plus XTEC,"79,911",USB Charging Port,Yes,Features
Hero Splendor Plus XTEC,"79,911",Speedometer,Digital,Features
Hero Splendor Plus XTEC,"79,911",Tripmeter,Digital,Features
Hero Splendor Plus XTEC,"79,911",Odometer,Digital,Features
Hero Splendor Plus XTEC,"79,911",Additional Features Of Variant,"Side-stand Engine cut-off, High beam indicator, Neutral indicator, Meter illumination, xSens FI Technology, Real Time Mileage Indicator",Features
Hero Splendor Plus XTEC,"79,911",Seat Type,Single,Features
Hero Splendor Plus XTEC,"79,911",Passenger Footrest,Yes,Features
Hero Splendor Plus XTEC,"79,911",Braking Type,Integrated Braking System,Features and Safety
Hero Splendor Plus XTEC,"79,911",I3s Technology,Yes,Features and Safety
Hero Splendor Plus XTEC,"79,911",Speedometer,Digital,Features and Safety
Hero Splendor Plus XTEC,"79,911",Odometer,Digital,Features and Safety
Hero Splendor Plus XTEC,"79,911",Tripmeter,Digital,Features and Safety
Hero Splendor Plus XTEC,"79,911",Fuel Gauge,Digital,Features and Safety
Hero Splendor Plus XTEC,"79,911",Additional Features,"Side-stand Engine cut-off, High beam indicator, Neutral indicator, Meter illumination, xSens FI Technology, Real Time Mileage Indicator",Features and Safety
Hero Splendor Plus XTEC,"79,911",Passenger Footrest,Yes,Features and Safety
Hero Splendor Plus XTEC,"79,911",Engine Kill Switch,Yes,Features and Safety
Hero Splendor Plus XTEC,"79,911",Real Time Mileage Indicator,Yes,Features and Safety
Hero Splendor Plus XTEC,"79,911",Display,Yes,Features and Safety
Hero Splendor Plus XTEC,"79,911",City Mileage,83.2 kmpl,Mileage and Performance
Hero Splendor Plus XTEC,"79,911",Highway Mileage,95.8 kmpl,Mileage and Performance
Hero Splendor Plus XTEC,"79,911",Body Type,Commuter Bikes,Chassis and Suspension
Hero Splendor Plus XTEC,"79,911",Width,720 mm,Dimensions and Capacity
Hero Splendor Plus XTEC,"79,911",Length,2000 mm,Dimensions and Capacity
Hero Splendor Plus XTEC,"79,911",Height,1052 mm,Dimensions and Capacity
Hero Splendor Plus XTEC,"79,911",Fuel Capacity,9.8 L,Dimensions and Capacity
Hero Splendor Plus XTEC,"79,911",Saddle Height,785 mm,Dimensions and Capacity
Hero Splendor Plus XTEC,"79,911",Ground Clearance,165 mm,Dimensions and Capacity
Hero Splendor Plus XTEC,"79,911",Wheelbase,1236 mm,Dimensions and Capacity
Hero Splendor Plus XTEC,"79,911",Kerb Weight,112 kg,Dimensions and Capacity
Hero Splendor Plus XTEC,"79,911",Headlight,Halogen,Electricals
Hero Splendor Plus XTEC,"79,911",Tail Light,Bulb,Electricals
Hero Splendor Plus XTEC,"79,911",Turn Signal Lamp,Bulb,Electricals
Hero Splendor Plus XTEC,"79,911",DRLs,Yes,Electricals
Hero Splendor Plus XTEC,"79,911",Low Fuel Indicator,Yes,Electricals
Hero Splendor Plus XTEC,"79,911",Front Brake Diameter,130 mm,Tyres and Brakes
Hero Splendor Plus XTEC,"79,911",Rear Brake Diameter,130 mm,Tyres and Brakes
Hero Splendor Plus XTEC,"79,911",Peak Power,8.02 PS @ 8000 rpm,Motor & Battery
Hero Splendor Plus XTEC,"79,911",Drive Type,Chain Drive,Motor & Battery
Hero Splendor Plus XTEC,"79,911",Battery Type,Lead Acid,Motor & Battery
Hero Splendor Plus XTEC,"79,911",Battery Capacity,12V / 3AH,Motor & Battery
Hero Splendor Plus XTEC,"79,911",Transmission,Manual,Motor & Battery
Hero Splendor Plus XTEC,"79,911",Suspension Front,Telescopic Hydraulic Shock Absorbers,Underpinnings
Hero Splendor Plus XTEC,"79,911",Suspension Rear,Swingarm with 5-Step Adjustable Hydraulic Shock Absorbers,Underpinnings
Hero Splendor Plus XTEC,"79,911",Brakes Front,Drum,Underpinnings
Hero Splendor Plus XTEC,"79,911",Brakes Rear,Drum,Underpinnings
Hero Splendor Plus XTEC,"79,911",Tyre Size,Front :-80/100-18 Rear :-80/100-18,Underpinnings
Hero Splendor Plus XTEC,"79,911",Wheel Size,"Front :-457.2 mm,Rear :-457.2 mm",Underpinnings
Hero Splendor Plus XTEC,"79,911",Wheels Type,Alloy,Underpinnings
Hero Splendor Plus XTEC,"79,911",Frame,Tubular Double Cradle,Underpinnings
Hero Splendor Plus XTEC,"79,911",Tubeless Tyre,Tubeless,Underpinnings
Hero Splendor Plus XTEC,"79,911",Calls & Messaging,Yes,App Features
Hero XPulse 200 4V,1.46 - 1.53 Lakh,Engine Type,"Oil Cooled, 4 Stroke 4 Valve Single Cylinder OHC",Engine and Transmission
Hero XPulse 200 4V,1.46 - 1.53 Lakh,Displacement,199.6 cc,Engine and Transmission
Hero XPulse 200 4V,1.46 - 1.53 Lakh,Max Torque,17.35 Nm at 6500 rpm,Engine and Transmission
Hero XPulse 200 4V,1.46 - 1.53 Lakh,No. of Cylinders,1,Engine and Transmission
Hero XPulse 200 4V,1.46 - 1.53 Lakh,Cooling System,Oil Cooled,Engine and Transmission
Hero XPulse 200 4V,1.46 - 1.53 Lakh,Valve Per Cylinder,4,Engine and Transmission
Hero XPulse 200 4V,1.46 - 1.53 Lakh,Starting,Kick and Self Start,Engine and Transmission
Hero XPulse 200 4V,1.46 - 1.53 Lakh,Fuel Supply,Fuel Injection,Engine and Transmission
Hero XPulse 200 4V,1.46 - 1.53 Lakh,Clutch,"Multi-plate, wet type",Engine and Transmission
Hero XPulse 200 4V,1.46 - 1.53 Lakh,Gear Box,5-Speed Contant Mash,Engine and Transmission
Hero XPulse 200 4V,1.46 - 1.53 Lakh,Bore,66.5 mm,Engine and Transmission
Hero XPulse 200 4V,1.46 - 1.53 Lakh,Stroke,57.5 mm,Engine and Transmission
Hero XPulse 200 4V,1.46 - 1.53 Lakh,Compression Ratio,10.5:1,Engine and Transmission
Hero XPulse 200 4V,1.46 - 1.53 Lakh,Emission Type,bs6-2.0,Engine and Transmission
Hero XPulse 200 4V,1.46 - 1.53 Lakh,Instrument Console,Digital,Features
Hero XPulse 200 4V,1.46 - 1.53 Lakh,Bluetooth Connectivity,Bluetooth,Features
Hero XPulse 200 4V,1.46 - 1.53 Lakh,Navigation,Yes,Features
Hero XPulse 200 4V,1.46 - 1.53 Lakh,USB Charging Port,Yes,Features
Hero XPulse 200 4V,1.46 - 1.53 Lakh,Speedometer,Digital,Features
Hero XPulse 200 4V,1.46 - 1.53 Lakh,Techometer,Digital,Features
Hero XPulse 200 4V,1.46 - 1.53 Lakh,Tripmeter,Digital,Features
Hero XPulse 200 4V,1.46 - 1.53 Lakh,Odometer,Digital,Features
Hero XPulse 200 4V,1.46 - 1.53 Lakh,Additional Features Of Variant,"New Switchgear, 3 Modes ABS",Features
Hero XPulse 200 4V,1.46 - 1.53 Lakh,Seat Type,Single,Features
Hero XPulse 200 4V,1.46 - 1.53 Lakh,Body Graphics,Yes,Features
Hero XPulse 200 4V,1.46 - 1.53 Lakh,Clock,Yes,Features
Hero XPulse 200 4V,1.46 - 1.53 Lakh,Passenger Footrest,Yes,Features
Hero XPulse 200 4V,1.46 - 1.53 Lakh,Clock,Yes,Features and Safety
Hero XPulse 200 4V,1.46 - 1.53 Lakh,Riding Modes,"Road,Off-Road,Yes",Features and Safety
Hero XPulse 200 4V,1.46 - 1.53 Lakh,Adjustable Windscreen,Yes,Features and Safety
Hero XPulse 200 4V,1.46 - 1.53 Lakh,Additional Features,"New Switchgear, 3 Modes ABS",Features and Safety
Hero XPulse 200 4V,1.46 - 1.53 Lakh,Passenger Footrest,Yes,Features and Safety
Hero XPulse 200 4V,1.46 - 1.53 Lakh,City Mileage,51.59 kmpl,Mileage and Performance
Hero XPulse 200 4V,1.46 - 1.53 Lakh,Highway Mileage,42.28 kmpl,Mileage and Performance
Hero XPulse 200 4V,1.46 - 1.53 Lakh,Body Type,"Adventure Tourer Bikes, Off Road Bikes",Chassis and Suspension
Hero XPulse 200 4V,1.46 - 1.53 Lakh,Body Graphics,Yes,Chassis and Suspension
Hero XPulse 200 4V,1.46 - 1.53 Lakh,Width,862 mm,Dimensions and Capacity
Hero XPulse 200 4V,1.46 - 1.53 Lakh,Length,2255 mm,Dimensions and Capacity
Hero XPulse 200 4V,1.46 - 1.53 Lakh,Height,1380 mm,Dimensions and Capacity
Hero XPulse 200 4V,1.46 - 1.53 Lakh,Fuel Capacity,13 L,Dimensions and Capacity
Hero XPulse 200 4V,1.46 - 1.53 Lakh,Saddle Height,891 mm,Dimensions and Capacity
Hero XPulse 200 4V,1.46 - 1.53 Lakh,Ground Clearance,270 mm,Dimensions and Capacity
Hero XPulse 200 4V,1.46 - 1.53 Lakh,Wheelbase,1427 mm,Dimensions and Capacity
Hero XPulse 200 4V,1.46 - 1.53 Lakh,Kerb Weight,161 kg,Dimensions and Capacity
Hero XPulse 200 4V,1.46 - 1.53 Lakh,Seat height,885 mm,Dimensions and Capacity
Hero XPulse 200 4V,1.46 - 1.53 Lakh,Headlight,LED,Electricals
Hero XPulse 200 4V,1.46 - 1.53 Lakh,Tail Light,LED,Electricals
Hero XPulse 200 4V,1.46 - 1.53 Lakh,Turn Signal Lamp,LED,Electricals
Hero XPulse 200 4V,1.46 - 1.53 Lakh,DRLs,Yes,Electricals
Hero XPulse 200 4V,1.46 - 1.53 Lakh,Projector Headlights,Yes,Electricals
Hero XPulse 200 4V,1.46 - 1.53 Lakh,Front Brake Diameter,276 mm,Tyres and Brakes
Hero XPulse 200 4V,1.46 - 1.53 Lakh,Rear Brake Diameter,220 mm,Tyres and Brakes
Hero XPulse 200 4V,1.46 - 1.53 Lakh,Peak Power,19.17 PS at 8500 rpm,Motor & Battery
Hero XPulse 200 4V,1.46 - 1.53 Lakh,Drive Type,Chain Drive,Motor & Battery
Hero XPulse 200 4V,1.46 - 1.53 Lakh,Transmission,Manual,Motor & Battery
Hero XPulse 200 4V,1.46 - 1.53 Lakh,Suspension Front,Cartridge Type ( Dia 37 mm ) With Adjustable Compression & Rebound Damping,Underpinnings
Hero XPulse 200 4V,1.46 - 1.53 Lakh,Suspension Rear,Rectangular Swingarm With 10 Step Preload Adjustable Mono Shock,Underpinnings
Hero XPulse 200 4V,1.46 - 1.53 Lakh,Brakes Front,Disc,Underpinnings
Hero XPulse 200 4V,1.46 - 1.53 Lakh,Brakes Rear,Disc,Underpinnings
Hero XPulse 200 4V,1.46 - 1.53 Lakh,ABS,Single Channel,Underpinnings
Hero XPulse 200 4V,1.46 - 1.53 Lakh,Tyre Size,"Front :-90/90-21, Rear :-120/80-18",Underpinnings
Hero XPulse 200 4V,1.46 - 1.53 Lakh,Wheel Size,"Front :-533.4 mm,Rear :-457.2 mm",Underpinnings
Hero XPulse 200 4V,1.46 - 1.53 Lakh,Wheels Type,Spoke,Underpinnings
Hero XPulse 200 4V,1.46 - 1.53 Lakh,Frame,Diamond Type,Underpinnings
Hero XPulse 200 4V,1.46 - 1.53 Lakh,Navigation assist,Yes,App Features
Hero Xtreme 160R,1.22 - 1.33 Lakh,Engine Type,"Air cooled, 4 Stroke 2 Valve Single cylinder OHC",Engine and Transmission
Hero Xtreme 160R,1.22 - 1.33 Lakh,Displacement,163 cc,Engine and Transmission
